Platform,Customer Name,Customerid Id,Total Amount,Amount After Margin,amountReceived,monthname
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,87940.56,87940.56,87940,January 2024
GCP,Technofirm Solutions LLP,7124,304836.3,304836.3,144647,January 2024
GCP,AasaanJobs Private Limited,7138,947186.38,947186.38,899825,January 2024
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,223465.19,223465.19,223465,January 2024
GCP,Inde pay Networks Private Limited,7216,6317.8,6317.8,6317,January 2024
GCP,Vivoiz Healthtech Private Limited,7236,139416.67,139416.67,139416,January 2024
GCP,Mycelium Technologies Private Limited,7250,1099906.5,1099906.5,1099906,January 2024
GCP,TechTree IT Systems Pvt Ltd,7276,2796.03,2796.03,2796,January 2024
GCP,Avyay Solutions India Private Limited,7331,13120.05,13120.05,13120,January 2024
GCP,Datametica Solutions Private Limited,7362,1652842.38,1652842.38,1652842,January 2024
GCP,Scholiverse Educare Private Limited,7372,565.31,565.31,565,January 2024
GCP,Stanplus Technologies Pvt Ltd,7377,4305527.58,4305527.58,4305527,January 2024
GCP,PILOG India Private Limited,7431,77.81,77.81,77,January 2024
GCP,Sigtuple Technologies Private Limited,7528,461208.66,461208.66,461208,January 2024
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,6807.53,6807.53,6807,January 2024
GCP,National Institute of Urban Management,7556,337.32,337.32,337,January 2024
GCP,Greyamp Consulting,7586,84644.47,84644.47,84644,January 2024
GCP,FarziEngineer,7621,308562.77,308562.77,308562,January 2024
GCP,Betterplace Safety Solutions Pvt Ltd,7626,693022.17,693022.17,658369,January 2024
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,1625.13,1625.13,134937,January 2024
GCP,Siyaram Silk Mills Ltd (Garment Division),7665,40418.01,40418.01,40417,January 2024
GCP,Suryalakshmi Cotton Mills Limited,7682,21565.49,21565.49,21565,January 2024
GCP,Better World Technology Pvt Ltd,7685,300198.7,300198.7,183186,January 2024
GCP,Dataogram Digital Solutions Private Limited,7782,1207.26,1207.26,1207,January 2024
GCP,Block Armour Private Limited,8022,18339.94,18339.94,18339,January 2024
GCP,Savaari Car Rentals Private Limited,8032,512117.12,512117.12,512117,January 2024
GCP,LDS INFOTECH PVT LTD,8069,14796.99,14796.99,14057,January 2024
GCP,Jalongi Retail Private Limited,8140,17880.7,17880.7,17880,January 2024
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,98293.2,98293.2,48858,January 2024
GCP,Church Street ESolutions Private Limited,8326,28.85,28.85,28,January 2024
GCP,Raychem Rpg Private Limited,8332,4784.38,4784.38,4784,January 2024
GCP,Clubdiaries Technologies Private Limited,8372,6088.0,6088.0,6088,January 2024
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5497.55,5497.55,5497,January 2024
GCP,Treis Solutions LLP,8504,571062.49,571062.49,571062,January 2024
GCP,Staart Buildtech Private Limited,8522,8520.25,8520.25,8520,January 2024
GCP,Atomberg Technologies Private Limited,8547,17613.03,17613.03,17613,January 2024
GCP,Ozonetel Communications Pvt Ltd.,8557,240285.46,240285.46,240285,January 2024
GCP,Nava Limited,8574,2512.24,2512.24,2512,January 2024
GCP,Odwen Technologies Private Limited,8575,56919.96,56919.96,56919,January 2024
GCP,QuaQua Experiences Private Limited,8616,91166.8,91166.8,91166,January 2024
GCP,Tanla Platforms Limited,8629,1909381.8,1909381.8,1909381,January 2024
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,457610.18,457610.18,457610,January 2024
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,489590.39,489590.39,465110,January 2024
GCP,FARMAKO HEALTHCARE PRIVATE LIMITED,8719,7918.25,7918.25,7918,January 2024
GCP,PEPUL TECH PRIVATE LIMITED,8735,9475.61,9475.61,9475,January 2024
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,26201.26,26201.26,26201,January 2024
GCP,Geny Medium Labs Private Limited.,8756,3104.48,3104.48,3104,January 2024
GCP,CleanMax Enviro Energy Solutions Pvt Ltd,8923,20667.76,20667.76,20667,January 2024
GCP,MODAK ANALYTICS LLP,8985,78181.7,78181.7,78181,January 2024
GCP,AquaExchange Agritech private Limited,9003,236821.38,236821.38,236820,January 2024
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,428467.8,428467.8,428466,January 2024
GCP,Aquaconnect,9019,5081.09,5081.09,5080,January 2024
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,546008.81,546008.81,546008,January 2024
GCP,Sail Boat Technologies Private Limited (Zapro),9108,4066.83,4066.83,4066,January 2024
GCP,EasyCloud Software Solutions,9138,27510.15,27510.15,27510,January 2024
GCP,KALEESUWARI REFINERY PRIVATE LIMITED,9286,21123.93,21123.93,21123,January 2024
GCP,EQL Financial Technologies Private Limited,9319,14171.97,14171.97,14171,January 2024
GCP,Rimjhim Ispat Limited,9321,1304.55,1304.55,1304,January 2024
GCP,Datamatics Robotics Software Limited,9325,5583.85,5583.85,5583,January 2024
GCP,RAINMAN CONSULTING PRIVATE LIMITED,9384,7525.23,7525.23,7525,January 2024
GCP,XAVICA SOFTWARE SOLUTIONS PRIVATE LIMITED.,9394,100.81,100.81,100,January 2024
GCP,Xylem AI (Blueowl Solutions Private Limited),9423,754288.12,754288.12,754288,January 2024
GCP,Rezolve.ai,9512,1023.98,1023.98,1023,January 2024
GCP,Quagga Tech Private Limited,9576,1091094.96,1091094.96,1091095,January 2024
GCP,MAX HEALTHCARE,9715,63477.79,63477.79,63477,January 2024
GCP,Shipsy.io,9738,110851.69,110851.69,110851,January 2024
GCP,Purple Talk India Private Limited,9,7235.04,7235.04,94897,December 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,850.97,850.97,850,December 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,47772.26,47772.26,50052,December 2023
GCP,iVIS International Pvt Ltd,229,708.68,708.68,59040,December 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,49575.52,49575.52,49575,December 2023
GCP,Navjyoti Commodity Management Services Limited,652,13252.61,13252.61,17052,December 2023
GCP,Sequel Logistics Private Limited,869,683.2,683.2,56917,December 2023
GCP,Xobin Technologies Private Limited,933,108584.77,108584.77,108583,December 2023
GCP,FNP E Retail Private Limited,963,36.849999999679994,36.849999999679994,3065,December 2023
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,153122.99,153122.99,153122,December 2023
GCP,MBC Corporate Advisors Private Limited,1563,27647.03,27647.03,27647,December 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,63490.12,63490.12,63489,December 2023
GCP,Moonfrog Labs private Limited,2266,215171.84,215171.84,215171,December 2023
GCP,Rotomaker India Private Limited,2325,1225.12,1225.12,1225,December 2023
GCP,VST INDUSTRIES LIMITED,2453,198956.12,198956.12,198956,December 2023
GCP,Regalix India Pvt Ltd,2560,3931.21,3931.21,3931,December 2023
GCP,INFOLOGY,2863,26006.190000000002,26006.190000000002,26005,December 2023
GCP,Prestige Estates Projects Limited,3094,692112.99,692112.99,196753,December 2023
GCP,iDisha info Labs Private Limited,3237,1527.02,1527.02,127216,December 2023
GCP,MTR Foods Private Limited,3354,5400.2,5400.2,5400,December 2023
GCP,Medvarsity Online limited,3638,796959.29,796959.29,796959,December 2023
GCP,ALO AGRITECH Private Limited,3648,3971.31,3971.31,3971,December 2023
GCP,AutoRABIT Software Pvt Ltd,3749,449.96,449.96,449,December 2023
GCP,QBurst Technologies Pvt Ltd,3891,9996.5,9996.5,9996,December 2023
GCP,Tactive Software Systems Private Limited,4937,10879.11,10879.11,10879,December 2023
GCP,Krypt India Private Limited,5402,787864.63,787864.63,787864,December 2023
GCP,Matex Net Private Limited,6015,219652.5,219652.5,219652,December 2023
GCP,Heritage Foods Limited,6100,1.75,1.75,1,December 2023
GCP,Zeliot Connected Services Private Limited,6180,1254.69,1254.69,1217,December 2023
GCP,FEG India Solutions Private Limited,6261,167420.41,167420.41,167420,December 2023
GCP,THG Publishing Pvt Ltd,6268,194573.67,194573.67,194573,December 2023
GCP,Arunesh Dutta,6284,126.89,126.89,126,December 2023
GCP,Navkar Infotech,6290,12.75,12.75,1062,December 2023
GCP,"Poorvika Mobiles Private Limited,",6465,642558.22,642558.22,642558,December 2023
GCP,Gaboli Online Services Pvt Ltd,6627,53693.56,53693.56,53693,December 2023
GCP,42Gears Mobility Systems Private Limited,6628,195673.9,195673.9,4355735,December 2023
GCP,Node Technologies India Private Limited,6647,16.67,16.67,16,December 2023
GCP,Atria Brindavan power Private Limited,6648,63983.71,63983.71,63983,December 2023
GCP,CaratLane Trading Private LImited,6658,13758.92,13758.92,13758,December 2023
GCP,US Technology Intl Pvt Ltd,6659,2855063.41,2855063.41,1416448,December 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,18388.79,18388.79,18388,December 2023
GCP,BridgeLabz Solutions Private Limited,6698,31567.78,31567.78,31566,December 2023
GCP,GABA PROJECTS PRIVATE LIMITED,6728,20477.87,20477.87,20477,December 2023
GCP,"D&R Business Solutions Private Limited,",6754,5656.56,5656.56,5656,December 2023
GCP,Barbeque Nation Hospitality Limited,6759,1195.37,1195.37,1195,December 2023
GCP,DTDC Express Private Limited,6826,4257188.3,4257188.3,4380646,December 2023
GCP,Monsoon CreditTech Pvt. Ltd.,6843,26172.39,26172.39,26172,December 2023
GCP,G.M. Fabrics Private Limited,6868,48737.14,48737.14,46640,December 2023
GCP,Techmash Solutions Private Limited,6873,1210.17,1210.17,100819,December 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,3281.98,3281.98,3281,December 2023
GCP,Mediacred Private Limited,6890,1363.03,1363.03,1363,December 2023
GCP,Sublime,6902,102234.01,102234.01,102234,December 2023
GCP,OSAAT Educational Charitable Trust (India),6925,10559.13,10559.13,10559,December 2023
GCP,Autonom8 Private Limited,6979,4399682.46,4399682.46,2198564,December 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,26520.03,26520.03,26520,December 2023
GCP,Fluidi5 Technologies Private Limited,7029,100138.26,100138.26,100138,December 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,46896.14,46896.14,46896,December 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,85812.62,85812.62,85812,December 2023
GCP,Technofirm Solutions LLP,7124,317666.24,317666.24,150735,December 2023
GCP,AasaanJobs Private Limited,7138,947134.49,947134.49,899775,December 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,185637.67,185637.67,185637,December 2023
GCP,Inde pay Networks Private Limited,7216,6317.82,6317.82,6317,December 2023
GCP,Vivoiz Healthtech Private Limited,7236,142131.11,142131.11,142131,December 2023
GCP,Mycelium Technologies Private Limited,7250,1099673.6,1099673.6,1099673,December 2023
GCP,TechTree IT Systems Pvt Ltd,7276,2809.53,2809.53,2809,December 2023
GCP,Avyay Solutions India Private Limited,7331,154307.97,154307.97,154307,December 2023
GCP,Datametica Solutions Private Limited,7362,1717103.41,1717103.41,1717103,December 2023
GCP,Scholiverse Educare Private Limited,7372,525.59,525.59,525,December 2023
GCP,Stanplus Technologies Pvt Ltd,7377,2335058.37,2335058.37,2335058,December 2023
GCP,Sigtuple Technologies Private Limited,7528,503032.12,503032.12,503032,December 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,6806.47,6806.47,6806,December 2023
GCP,National Institute of Urban Management,7556,346.48,346.48,346,December 2023
GCP,Greyamp Consulting,7586,84160.62,84160.62,84160,December 2023
GCP,Integra Software Services Private Ltd,7614,43.0,43.0,43,December 2023
GCP,FarziEngineer,7621,322211.09,322211.09,322211,December 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,694760.16,694760.16,660021,December 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,1756.27,1756.27,146285,December 2023
GCP,Siyaram Silk Mills Ltd (Garment Division),7665,11721.8,11721.8,11720,December 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,22328.47,22328.47,22328,December 2023
GCP,Better World Technology Pvt Ltd,7685,264599.72,264599.72,151585,December 2023
GCP,Dataogram Digital Solutions Private Limited,7782,1105.04,1105.04,1105,December 2023
GCP,Block Armour Private Limited,8022,18283.83,18283.83,18283,December 2023
GCP,Savaari Car Rentals Private Limited,8032,510281.84,510281.84,510281,December 2023
GCP,LDS INFOTECH PVT LTD,8069,625.91,625.91,593,December 2023
GCP,Jalongi Retail Private Limited,8140,20418.06,20418.06,20418,December 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,72915.84,72915.84,46499,December 2023
GCP,Church Street ESolutions Private Limited,8326,28.87,28.87,28,December 2023
GCP,Raychem Rpg Private Limited,8332,15816.16,15816.16,15816,December 2023
GCP,Clubdiaries Technologies Private Limited,8372,16900.71,16900.71,16900,December 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5517.27,5517.27,5517,December 2023
GCP,Treis Solutions LLP,8504,463739.11,463739.11,463739,December 2023
GCP,Staart Buildtech Private Limited,8522,8300.05,8300.05,8300,December 2023
GCP,Hash Connect Integrated Services Private Limited,8523,2.8,2.8,2,December 2023
GCP,Atomberg Technologies Private Limited,8547,17491.46,17491.46,17491,December 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,229016.24,229016.24,229016,December 2023
GCP,Nava Limited,8574,2514.47,2514.47,2514,December 2023
GCP,Odwen Technologies Private Limited,8575,56892.95,56892.95,56892,December 2023
GCP,QuaQua Experiences Private Limited,8616,91241.49,91241.49,91241,December 2023
GCP,Tanla Platforms Limited,8629,392037.24,392037.24,392037,December 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,504829.71,504829.71,504829,December 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,848836.48,848836.48,806394,December 2023
GCP,FARMAKO HEALTHCARE PRIVATE LIMITED,8719,7834.08,7834.08,7834,December 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,24640.74,24640.74,24640,December 2023
GCP,Geny Medium Labs Private Limited.,8756,6583.34,6583.34,6583,December 2023
GCP,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LIMITED,8762,4043.02,4043.02,4043,December 2023
GCP,CleanMax Enviro Energy Solutions Pvt Ltd,8923,20582.3,20582.3,20582,December 2023
GCP,MODAK ANALYTICS LLP,8985,72689.96,72689.96,72689,December 2023
GCP,AquaExchange Agritech private Limited,9003,305299.94,305299.94,305299,December 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,416373.38,416373.38,416373,December 2023
GCP,Aquaconnect,9019,4742.32,4742.32,4741,December 2023
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,439468.33,439468.33,439468,December 2023
GCP,Sail Boat Technologies Private Limited (Zapro),9108,3266.17,3266.17,3265,December 2023
GCP,EasyCloud Software Solutions,9138,6367.46,6367.46,6367,December 2023
GCP,EQL Financial Technologies Private Limited,9319,13153.34,13153.34,13153,December 2023
GCP,Rimjhim Ispat Limited,9321,50183.97,50183.97,50183,December 2023
GCP,Datamatics Robotics Software Limited,9325,4192.31,4192.31,4192,December 2023
GCP,RAINMAN CONSULTING PRIVATE LIMITED,9384,7266.8,7266.8,7266,December 2023
GCP,XAVICA SOFTWARE SOLUTIONS PRIVATE LIMITED.,9394,93.42,93.42,93,December 2023
GCP,Rezolve.ai,9512,279.95,279.95,279,December 2023
GCP,Quagga Tech Private Limited,9576,1044872.31,1044872.31,1013525,December 2023
GCP,Prolific Technologies Private Limited ( Krishi Yukta ),9584,14763.15,14763.15,14763,December 2023
GCP,Purple Talk India Private Limited,9,6629.099999999999,6629.099999999999,73683,November 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,842.44,842.44,842,November 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,46477.81,46477.81,48757,November 2023
GCP,iVIS International Pvt Ltd,229,21.31,21.31,1777,November 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,48293.45,48293.45,48293,November 2023
GCP,Navjyoti Commodity Management Services Limited,652,13212.01,13212.01,17011,November 2023
GCP,Sequel Logistics Private Limited,869,780.27,780.27,65066,November 2023
GCP,Xobin Technologies Private Limited,933,106179.64,106179.64,106178,November 2023
GCP,FNP E Retail Private Limited,963,35.88000000105,35.88000000105,2985,November 2023
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,152299.37,152299.37,152299,November 2023
GCP,MBC Corporate Advisors Private Limited,1563,26340.9,26340.9,26340,November 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,55317.87,55317.87,55317,November 2023
GCP,Moonfrog Labs private Limited,2266,282354.58,282354.58,282354,November 2023
GCP,Rotomaker India Private Limited,2325,5106.63,5106.63,5106,November 2023
GCP,VST INDUSTRIES LIMITED,2453,194367.21,194367.21,194367,November 2023
GCP,Regalix India Pvt Ltd,2560,3844.54,3844.54,3844,November 2023
GCP,INFOLOGY,2863,28406.31,28406.31,28405,November 2023
GCP,Prestige Estates Projects Limited,3094,659541.1200000001,659541.1200000001,187583,November 2023
GCP,iDisha info Labs Private Limited,3237,1426.42,1426.42,118949,November 2023
GCP,MTR Foods Private Limited,3354,5284.16,5284.16,5284,November 2023
GCP,Medvarsity Online limited,3638,838049.29,838049.29,838049,November 2023
GCP,ALO AGRITECH Private Limited,3648,3862.41,3862.41,3862,November 2023
GCP,AutoRABIT Software Pvt Ltd,3749,448.72,448.72,448,November 2023
GCP,QBurst Technologies Pvt Ltd,3891,6317.16,6317.16,6317,November 2023
GCP,Tactive Software Systems Private Limited,4937,10567.56,10567.56,10567,November 2023
GCP,Krypt India Private Limited,5402,891668.77,891668.77,891668,November 2023
GCP,Matex Net Private Limited,6015,215718.51,215718.51,215718,November 2023
GCP,Heritage Foods Limited,6100,3.63,3.63,3,November 2023
GCP,Zeliot Connected Services Private Limited,6180,1263.25,1263.25,1225,November 2023
GCP,FEG India Solutions Private Limited,6261,213683.16,213683.16,213683,November 2023
GCP,THG Publishing Pvt Ltd,6268,179994.07,179994.07,179994,November 2023
GCP,Arunesh Dutta,6284,127.53999999999999,127.53999999999999,127,November 2023
GCP,"Poorvika Mobiles Private Limited,",6465,790134.51,790134.51,790133,November 2023
GCP,Gaboli Online Services Pvt Ltd,6627,52573.98,52573.98,52573,November 2023
GCP,42Gears Mobility Systems Private Limited,6628,296228.8,296228.8,3957461,November 2023
GCP,Node Technologies India Private Limited,6647,16.68,16.68,16,November 2023
GCP,Atria Brindavan power Private Limited,6648,57906.32,57906.32,57906,November 2023
GCP,CaratLane Trading Private LImited,6658,61369.26,61369.26,61369,November 2023
GCP,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,6660,16954.46,16954.46,16954,November 2023
GCP,BridgeLabz Solutions Private Limited,6698,35390.07,35390.07,35389,November 2023
GCP,GABA PROJECTS PRIVATE LIMITED,6728,19846.76,19846.76,19846,November 2023
GCP,"D&R Business Solutions Private Limited,",6754,5519.6,5519.6,5519,November 2023
GCP,Barbeque Nation Hospitality Limited,6759,1166.82,1166.82,1166,November 2023
GCP,DTDC Express Private Limited,6826,4533521.49,4533521.49,4664993,November 2023
GCP,G.M. Fabrics Private Limited,6868,72956.67,72956.67,70705,November 2023
GCP,Techmash Solutions Private Limited,6873,2834.74,2834.74,93362,November 2023
GCP,Acuity Knowledge Centre (India) Private Limited,6888,6448.99,6448.99,6448,November 2023
GCP,Mediacred Private Limited,6890,1400.66,1400.66,1400,November 2023
GCP,Happy Food Technologies,6892,319.6,319.6,26650,November 2023
GCP,Sublime,6902,114598.37,114598.37,114598,November 2023
GCP,Trichy Drop Taxi,6923,4.67,4.67,389,November 2023
GCP,OSAAT Educational Charitable Trust (India),6925,8961.59,8961.59,8961,November 2023
GCP,Autonom8 Private Limited,6979,4310627.74,4310627.74,2154302,November 2023
GCP,MALABAR GOLD PRIVATE LIMITED,7013,25474.04,25474.04,25473,November 2023
GCP,Fluidi5 Technologies Private Limited,7029,64934.78,64934.78,64934,November 2023
GCP,HASHLOG SOLUTIONS PRIVATE LIMITED,7048,46187.71,46187.71,46187,November 2023
GCP,Sanvir Mobitech ventures Pvt.Ltd,7066,78284.87,78284.87,78284,November 2023
GCP,Technofirm Solutions LLP,7124,324760.38,324760.38,154094,November 2023
GCP,AasaanJobs Private Limited,7138,928480.7,928480.7,882054,November 2023
GCP,FINDEM TECHNOLOGIES PRIVATE LIMITED,7172,164331.27,164331.27,164331,November 2023
GCP,Inde pay Networks Private Limited,7216,6269.62,6269.62,6269,November 2023
GCP,Vivoiz Healthtech Private Limited,7236,139614.31,139614.31,139614,November 2023
GCP,Mycelium Technologies Private Limited,7250,1068656.88,1068656.88,1068656,November 2023
GCP,TechTree IT Systems Pvt Ltd,7276,2720.78,2720.78,2720,November 2023
GCP,Avyay Solutions India Private Limited,7331,150427.28,150427.28,150427,November 2023
GCP,Datametica Solutions Private Limited,7362,1673459.24,1673459.24,1673459,November 2023
GCP,Scholiverse Educare Private Limited,7372,305.97,305.97,305,November 2023
GCP,Stanplus Technologies Pvt Ltd,7377,1758167.74,1758167.74,1758167,November 2023
GCP,PILOG India Private Limited,7431,0.33,0.33,0,November 2023
GCP,Sigtuple Technologies Private Limited,7528,527874.18,527874.18,527873,November 2023
GCP,KATHLEKHAN ESTATES PRIVATE LIMITED,7554,6790.48,6790.48,6790,November 2023
GCP,National Institute of Urban Management,7556,337.25,337.25,337,November 2023
GCP,Greyamp Consulting,7586,81790.57,81790.57,81789,November 2023
GCP,FarziEngineer,7621,329072.29,329072.29,329072,November 2023
GCP,Betterplace Safety Solutions Pvt Ltd,7626,678581.69,678581.69,644651,November 2023
GCP,ANAXEE DIGITAL RUNNERS PRIVATE LIMITED,7660,2530.25,2530.25,210966,November 2023
GCP,Siyaram Silk Mills Ltd (Garment Division),7665,5351.12,5351.12,5350,November 2023
GCP,Suryalakshmi Cotton Mills Limited,7682,21584.17,21584.17,21584,November 2023
GCP,Better World Technology Pvt Ltd,7685,265157.36,265157.36,131525,November 2023
GCP,Dataogram Digital Solutions Private Limited,7782,1054.2,1054.2,1054,November 2023
GCP,Block Armour Private Limited,8022,17838.63,17838.63,17838,November 2023
GCP,Savaari Car Rentals Private Limited,8032,480155.28,480155.28,480155,November 2023
GCP,LDS INFOTECH PVT LTD,8069,8541.36,8541.36,8114,November 2023
GCP,Jalongi Retail Private Limited,8140,20541.09,20541.09,20541,November 2023
GCP,KPMG ADVISORY SERVICES PRIVATE LIMITED,8311,65225.799999999996,65225.799999999996,56595,November 2023
GCP,Church Street ESolutions Private Limited,8326,28.78,28.78,28,November 2023
GCP,Raychem Rpg Private Limited,8332,4296.65,4296.65,4296,November 2023
GCP,Clubdiaries Technologies Private Limited,8372,9544.3,9544.3,9544,November 2023
GCP,PEINDIA PAYMENTS PRIVATE LIMITED,8445,16.36,16.36,16,November 2023
GCP,UPRISING SCIENCE PRIVATE LIMITED,8473,5311.67,5311.67,5311,November 2023
GCP,Poncho Hospitality Pvt. Ltd.,8496,399010.39,399010.39,391030,November 2023
GCP,Treis Solutions LLP,8504,417587.06,417587.06,417587,November 2023
GCP,Staart Buildtech Private Limited,8522,8055.87,8055.87,8055,November 2023
GCP,Hash Connect Integrated Services Private Limited,8523,2.51,2.51,2,November 2023
GCP,Atomberg Technologies Private Limited,8547,17098.58,17098.58,17098,November 2023
GCP,Ozonetel Communications Pvt Ltd.,8557,150994.81,150994.81,150994,November 2023
GCP,Nava Limited,8574,2506.48,2506.48,2506,November 2023
GCP,Odwen Technologies Private Limited,8575,55809.09,55809.09,55809,November 2023
GCP,QuaQua Experiences Private Limited,8616,89500.02,89500.02,89499,November 2023
GCP,CIMCON DIGITAL INDIA PRIVATE LIMITED,8669,431645.87,431645.87,431645,November 2023
GCP,FREIGHTIFY SOLUTIONS INDIA PRIVATE LIMITED,8670,2023361.5,2023361.5,1922193,November 2023
GCP,FARMAKO HEALTHCARE PRIVATE LIMITED,8719,7492.05,7492.05,7492,November 2023
GCP,DOCTO TECHNOLOGIES PRIVATE LIMITED,8742,26440.21,26440.21,26440,November 2023
GCP,Geny Medium Labs Private Limited.,8756,8860.18,8860.18,8860,November 2023
GCP,DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LIMITED,8762,6029.96,6029.96,6029,November 2023
GCP,CleanMax Enviro Energy Solutions Pvt Ltd,8923,20173.1,20173.1,20173,November 2023
GCP,MODAK ANALYTICS LLP,8985,81234.35,81234.35,81234,November 2023
GCP,AquaExchange Agritech private Limited,9003,197263.87,197263.87,197263,November 2023
GCP,Mindcrescent Wellness Ventures Private Ltd.,9007,401560.9,401560.9,401560,November 2023
GCP,Aquaconnect,9019,5510.35,5510.35,5509,November 2023
GCP,Fonte Fashions India Private Limited.,9044,0.0,0.0,0,November 2023
GCP,IZA MEDI TECHNOLOGIES PRIVATE LIMITED,9091,324487.76,324487.76,324487,November 2023
GCP,Sail Boat Technologies Private Limited (Zapro),9108,5118.46,5118.46,5118,November 2023
GCP,JSW Cements Limited,9315,1.46,1.46,1,November 2023
GCP,EQL Financial Technologies Private Limited,9319,10837.28,10837.28,10837,November 2023
GCP,Rimjhim Ispat Limited,9321,46942.35,46942.35,46942,November 2023
GCP,Datamatics Robotics Software Limited,9325,7189.51,7189.51,7189,November 2023
GCP,RAINMAN CONSULTING PRIVATE LIMITED,9384,6924.5,6924.5,6924,November 2023
GCP,XAVICA SOFTWARE SOLUTIONS PRIVATE LIMITED.,9394,122.61,122.61,122,November 2023
GCP,Rezolve.ai,9512,1268.22,1268.22,1268,November 2023
GCP,Quagga Tech Pvt Ltd,9576,262747.78,262747.78,254865,November 2023
GCP,Purple Talk India Private Limited,9,7320.9400000000005,7320.9400000000005,99766,October 2023
GCP,Techsophy Information Solutions Pvt Ltd,21,845.14,845.14,845,October 2023
GCP,SHREE NIDHI SECURE PRINT (P) LTD.,196,47741.43,47741.43,50021,October 2023
GCP,Gulam Mustafa Enterprises Pvt.Ltd.,245,49651.04,49651.04,49651,October 2023
GCP,Navjyoti Commodity Management Services Limited,652,13311.99,13311.99,17111,October 2023
GCP,Sequel Logistics Private Limited,869,877.91,877.91,73112,October 2023
GCP,Xobin Technologies Private Limited,933,120753.15,120753.15,120752,October 2023
GCP,FNP E Retail Private Limited,963,70.03999999700001,70.03999999700001,2898,October 2023
GCP,Obopay Mobile Technology India Pvt. Ltd.,1549,160921.14,160921.14,160920,October 2023
GCP,MBC Corporate Advisors Private Limited,1563,875.94,875.94,875,October 2023
GCP,Green Enabled IT Solutions Pvt. Ltd.,1572,57410.35,57410.35,57410,October 2023
GCP,Moonfrog Labs private Limited,2266,212931.39,212931.39,212931,October 2023
GCP,Rotomaker India Private Limited,2325,5186.8,5186.8,5186,October 2023
GCP,VST INDUSTRIES LIMITED,2453,188039.92,188039.92,188039,October 2023
GCP,Regalix India Pvt Ltd,2560,3925.39,3925.39,3925,October 2023
GCP,INFOLOGY,2863,23865.37,23865.37,23865,October 2023
GCP,Prestige Estates Projects Limited,3094,734442.03,734442.03,211245,October 2023
GCP,iDisha info Labs Private Limited,3237,1688.01,1688.01,140577,October 2023
GCP,MTR Foods Private Limited,3354,3969.72,3969.72,3969,October 2023
GCP,Medvarsity Online limited,3638,959949.63,959949.63,959949,October 2023
GCP,ALO AGRITECH Private Limited,3648,3970.48,3970.48,3970,October 2023
GCP,AutoRABIT Software Pvt Ltd,3749,434.66,434.66,434,October 2023
GCP,QBurst Technologies Pvt Ltd,3891,7523.64,7523.64,7523,October 2023
GCP,Tactive Software Systems Private Limited,4937,10862.79,10862.79,10862,October 2023
GCP,Krypt India Private Limited,5402,992539.1,992539.1,992538,October 2023
